Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Good Sam Market,1015,Donald Lee Hollowell Pkwy NW,,Atlanta,GA,30318,FULTON
Good Works Farmers Market,847,Whitney Ave,,Memphis,TN,38127,SHELBY
Gooding Farmers Market,1450,Main St,,Gooding,ID,83330,GOODING
Goodview Farmers Market,4540,Service Dr,,Goodview,MN,55987,WINONA
GORGE GROWN FARMERS MARKET,501,Columbia St,,Hood River,OR,97031,HOOD RIVER
Gorham Farmers' Market,69,Main St,,Gorham,NH,03581,COOS
Goshen Farmer's Market,212,W Washington St,Ste 1,Goshen,IN,46526,ELKHART
Gourmet Greens,3350,Ozone Rd,,Dalzell,SC,29040,SUMTER
GOUVENEUR FARMERS MARKET,,E MAIN ST,VILLAGE PARK,GOUVERNEUR,NY,13642,ST LAWRENCE
Govanstowne Farmers Market C/o Loyola University,5104,York Rd,,Baltimore,MD,21212,BALTIMORE CITY
"Grace Community Center, Inc",406,W Delaware Ave,,Toledo,OH,43610,LUCAS
Graham Avenue Farmers Market,,Cook Street & Graham Avenue,,Brooklyn,NY,11206,KINGS
Grand Blanc City Farmers Market,203,E Grand Blanc Rd,,Grand Blanc,MI,48439,GENESEE
Grand Haven Farmer's Market,300,N Harbor Dr,,Grand Haven,MI,49417,OTTAWA
Grand Prairie Farmers Market,505,S Main St,,Stuttgart,AR,72160,ARKANSAS
Grand Rapids Farmers Market,11,Golf Course Rd,,Grand Rapids,MN,55744,ITASCA
Grand River Farmers Market,117,W Louis Glick Hwy,,Jackson,MI,49201,JACKSON
Grand Terrace Certified Farmers' Market,22365,Barton Rd,,Grand Terrace,CA,92313,SAN BERNARDINO
Grandlake Farmers Market/Ag Institute of Marin,,Grand Avenue and Lake Park Avenue,,Oakland,CA,94610,ALAMEDA
Granger Farmers Marrket,121,Sunnyside Ave,,Granger,WA,98932,YAKIMA
Grant Farmer's Market,135,S Maple St,,Grant,MI,49327,NEWAYGO
Grant Park Farmers Market,630,Boulevard SE,,Atlanta,GA,30312,FULTON
Grants Farmers' Market,523,W Santa Fe Ave,,Grants,NM,87020,CIBOLA
Grants Pass Grower's Market,295,NE F St,Corner 4th & F St parking Lot,Grants Pass,OR,97256,MULTNOMAH
Grass Lake Farmers Market,110,Brown St,,Grass Lake,MI,49240,JACKSON
Grass Roots Farmers Market,,W 145th St & Edgecombe Ave,Jackie Robinson Park,New York,NY,10031,NEW YORK
GRAY STREET FARMERS MARKET,485,E Gray St,,Louisville,KY,40202,JEFFERSON
"Grayson And Emmas Garden Spot, Llc",28412,Southampton Pkwy,,Courtland,VA,23837,SOUTHAMPTON
Great Barrington Farmers' Market,18,Church St,,Great Barrington,MA,01230,BERKSHIRE
Great Falls Farmers Market,,Corner 7th St and Avenue A,,Turners Falls,MA,01376,FRANKLIN
Greater Fair Grove Farmers Market,38,S Main St,,Fair Grove,MO,65648,GREENE
Greater Falls Farmers Market,17,Depot Sq,,Bellows Falls,VT,05101,WINDHAM
Greater Newark Conservancy,32,Prince St,,Newark,NJ,07103,ESSEX
Greater Polk County Farmers Market,320,S Market Ave,,Bolivar,MO,65613,POLK
Greater Springfield Farmers Market,,Intersection of Glenstone & Battlefield,,Springfield,MO,65807,GREENE
Greeley Farmers Market,902,7th Ave,,Greeley,CO,80631,WELD
Green Acres Farm And Greenhouses Llc  Weston,100,Market Place Mall,,Weston,WV,26452,LEWIS
Green City Market,1817,N Clark St,,Chicago,IL,60614,COOK
Green Leaf Learning Farm,590,Jennette Pl,,Memphis,TN,38126,SHELBY
Green Market At Allegiance Health,201,E Michigan Ave,,Jackson,MI,49201,JACKSON
Green Scene Organic Market,617,Michigan Ave W,,Walker,MN,56484,CASS
Green Tree Farmers Market in the Park,895,Greentree Rd,,Pittsburgh,PA,15220,ALLEGHENY
Green Valley Ranch Farmers Market,4890,Argonne Way,,Denver,CO,80249,DENVER
Green Valley Village Farmers' Market,101,S la Canada Dr,,Green Valley,AZ,85614,PIMA
Green Wagon Farm,833,Court St,,Keene,NH,03431,CHESHIRE
Greenbelt Farmers Market,25,Crescent Rd,,Greenbelt,MD,20770,PRINCE GEORGES
Greene Farmers Market,40,Celt Rd,,Stanardsville,VA,22973,GREENE
Greene Street Market at Nativity,304,Eustis Ave SE,,Huntsville,AL,35801,MADISON
Greeneville Farmers Market,690,Erwin Hwy,,Greeneville,TN,37745,GREENE
Greenfield Farmers Market,5151,W Layton Ave,,Greenfield,WI,53220,MILWAUKEE
Greenfield Farmers Market LLC,,Court Square,,Greenfield,MA,01301,FRANKLIN
Greensboro Farmers Curb Market,501,Yanceyville St,,Greensboro,NC,27405,GUILFORD
Greenwheel Food Hub at Honolulu Farmers Market,777,Ward Ave,,Honolulu,HI,96814,HONOLULU
Greenwood Ave Farmers Market,427,Greenwood Ave,,Trenton,NJ,08609,MERCER
Greenwood Farm Llc,30 and 2,West 7th,,Bloomsburg,PA,17815,COLUMBIA
Greenwood Farmers Market,917,N Greenwood Ave,,Tulsa,OK,74106,TULSA
Gresham Farmers Market,200-274,2nd St,Greshan for the Arts Plaza Park,Gresham,OR,97030,MULTNOMAH
Gresham Saturday Market,26000,SE Stark St,,Gresham,OR,97030,MULTNOMAH
Grinnell Farmers Market,900,4th Ave,,Grinnell,IA,50112,POWESHIEK
Groundwork Lawrence Inc/WEDNESDAY MKT,158,Haverhill St,,Lawrence,MA,01840,ESSEX
Grove Street Farmers' Market,1001,NW 4th St,,Gainesville,FL,32601,ALACHUA
Grow Baton Rouge Farmers Market,4000,Gus Young Ave,,Baton Rouge,LA,70802,EAST BATON ROUGE
Grow Benzie Community Market,5885,Frankfort Hwy,,Benzonia,MI,49616,BENZIE
Grow Local Farmers' Market,100,North Shoreline Blvd,,Corpus Christi,TX,78401,NUECES
Grow North Farm,3601,Mountain View Dr,,Anchorage,AK,99508,ANCHORAGE
Grow Oak Ridge LLC,323,Vermont Ave,,Oak Ridge,TN,37830,ANDERSON
Grow Ohio Valley,87,15th St,,Wheeling,WV,26003,OHIO
Grow Pittsburgh Farm Stands,1000,Braddock Ave,,Braddock,PA,15104,ALLEGHENY
Growing Gardens Farm Stand,1630,Hawthorn Ave,,Boulder,CO,80304,BOULDER
Growing Home Farmer's Market,1844,W 59th St,,Chicago,IL,60636,COOK
Growing Hope Mobile Farmers Market,922,W Michigan Ave,,Ypsilanti,MI,48197,WASHTENAW
Gunnison Farmers Market,100,N Main St,,Gunnison,CO,81230,GUNNISON
H Street NE FreshFarm Markets,624,H St NE,between H St & 13th St NE,Washington,DC,20002,DIST OF COLUMBIA
H.o.p.e. Neighborhood Market,355,NW Crawford Pl,,Winston Salem,NC,27105,FORSYTH
Haines Farmers Market,296,Fair Dr,,Haines,AK,99827,HAINES
Hale Puna Farmer's Market,,Huakai Rd,,Waimea,HI,96796,KAUAI
Hall County Farmers Market,734,E Crescent Dr,,Gainesville,GA,30501,HALL
HALLOCK U-PICK FARM LLC,38,Fischer Rd,,New Egypt,NJ,08533,OCEAN
Hamakua Harvest Farmers' Market,44-2600,Hawaii Belt Highway,,Honokaa,HI,96727,HAWAII
Hamilton Farmers Market Co-op,205,Bedford St,,Hamilton,MT,59840,RAVALLI
Hamilton Heights Green Youth Market,140,Hamilton Pl,,New York,NY,10031,NEW YORK
Hamilton's Historic Farmer's Market,101,High Street,,Hamilton,OH,45011,BUTLER
Hammond Farmers Market,103,E Robert St,,Hammond,LA,70401,TANGIPAHOA
HAMMOND FARMERS Mkt & ARTISANS MKT/ Gardenshare,1A,N Main St,,Hammond,NY,13646,ST LAWRENCE
Hampden Farmers Market,106,Western Ave,,Hampden,ME,04444,PENOBSCOT
Hana Farmers Market,2,Mill Street,,Hana,HI,96713,MAUI
Hanalei Farmers Market,55299,Kuhio Hwy,,Hanalei,HI,96714,KAUAI
Hancock County Farmers Market,200,W Main Cross St,,Findlay,OH,45840,HANCOCK
Hancock Outdoor Farmers Market,200,Navy St,,Hancock,MI,49930,HOUGHTON
Hannahville Farmer's Market,N15019,B 1,,Wilson,MI,49896,MENOMINEE
HAPI Fresh Farmers' Market,381,Ontario St,,Akron,OH,44310,SUMMIT
Happy Camp Farmers Market,134,Park Way,,Happy Camp,CA,96039,SISKIYOU
Happy Faces Family Share,1905,9th St NE,,Washington,DC,20018,DIST OF COLUMBIA
Happy Foods Project Farmers Market,1153,Section 5 Rd,,Marks,MS,38646,QUITMAN
Happy Tilth Farm,5365,Happy Valley Rd,,Anderson,CA,96007,SHASTA
Happy Valley Farmers Market,14100,Se Sunnyside Rd,,Clackamas,OR,97015,CLACKAMAS
Harbor Area Farmers Market,641,Pine Ave,,Long Beach,CA,90802,LOS ANGELES
Harbor Springs Farmers Market,117,W Main St,,Harbor Springs,MI,49740,EMMET
Hardwick Farmers Market,,Granite St.,,Hardwick,VT,05843,CALEDONIA
Harlem Hospital Farmers Market,506,Lenox Ave,,New York,NY,10037,NEW YORK
Harlo Farmers Market,3rd,Sw,,Harlowton,MT,59036,WHEATLAND
Harrah Farmers Market,1782,Church Ave,,Harrah,OK,73045,OKLAHOMA
Harrison Farmer's Market,403,N Highway 62 65,,Harrison,AR,72601,BOONE
Harrisonburg Farmers Market,228,S Liberty St,,Harrisonburg,VA,22801,HARRISONBURG
Hartland Farmers' Market,153,Route 5,At The Library,Hartland,VT,05048,WINDSOR
Harvest Farmers Market,1325,E Cloud St,,Salina,KS,67401,SALINE
Harvest Hub,5720,West End Rd,,Arcata,CA,95521,HUMBOLDT
Harvest Land Farmers Market,102,Midland Ave,,Pawhuska,OK,74056,OSAGE
Harvest Tyme,500,Airport Rd,,Fort Deposit,AL,36032,LOWNDES
Harvey County Farmers Market,301,N Main St,,Newton,KS,67114,HARVEY
Hastings Farmers Market,231,S Broadway St,,Hastings,MI,49058,BARRY
Hastings Farmers Market Inc,7,Maple Ave,,Hastings on Hudson,NY,10706,WESTCHESTER
Hattie Carthan Community Market-FM,365,Clifton Pl,,Brooklyn,NY,11216,KINGS
Hawaii Farm To Car,16-492,Old Volcano Rd,,Keaau,HI,96749,HAWAII
Hawi Farmers Market - North Kohala Food Forum,55-515,Hawi Rd,,Hawi,HI,96719,HAWAII
Hawkfield Manor,2430,Antioch Church Rd,,Timberlake,NC,27583,PERSON
Haymaker Farmers' Market,,Franklin Ave & Smith St,Parking Lot,Kent,OH,44240,PORTAGE
Hayward Farmers Market/Ag Institute of Marin,777,B St,,Hayward,CA,94541,ALAMEDA
Haywood's Historic Farmers Market,250,Pigeon St,,Waynesville,NC,28786,HAYWOOD
Healdsburg Certified Farmers Market,,Vine and North Streets,,Healdsburg,CA,95448,SONOMA
Healing Springs Farmacy,1300,Ashe St,,Greensboro,NC,27406,GUILFORD
Healthy By Design Gardeners' Market,,6th Ave S+8 30th St,,Billings,MT,59101,YELLOWSTONE
Healthy Chesapeake Food Connections,845,S Battlefield Blvd,,Chesapeake,VA,23322,CHESAPEAKE
Healthy Communities/community Roots,60,Second Ave,,Dayton,NV,89403,LYON
Healthy Harvest Farm,16008,Horizon Blvd,,El Paso,TX,79928,EL PASO
Healthy Harvest Market,1141,Central Pkwy,,Cincinnati,OH,45202,HAMILTON
Healthy New Albany Farmers Market,150,W Main St,,New Albany,OH,43054,FRANKLIN
Healthy Orange,131,Broadway,,Newburgh,NY,12550,ORANGE
Healthy Port Jervis I  FM,1,Hammond St,,Port Jervis,NY,12771,ORANGE
Heart Of Rushville Farmers' & Artisans' Market,223,N Main St,,Rushville,IN,46173,RUSH
Heart of the City Farmers Market,1182,Market St,Ste 415,San Francisco,CA,94102,SAN FRANCISCO
Heartland Inc,1,Railroad St,,Murphy,NC,28906,CHEROKEE
Heirloom Farmers Markets - Rillito Park FM,4502,N 1st Ave,,Tucson,AZ,85718,PIMA
Helen Albert Certified Farmers' Market,1200,N Vista St,,West Hollywood,CA,90046,LOS ANGELES
Helena Farmers Market,,Fuller/Neill Ave,,Helena,MT,59601,LEWIS AND CLARK
Helendale Certified Farmers Market,26540,Vista Rd,,Helendale,CA,92342,SAN BERNARDINO
Hemlock Farmers Market,200,N Hemlock Rd,Parkside LN,Hemlock,MI,48626,SAGINAW
Henderson Center Certified FM - North Coast Grower,2811,F St,,Eureka,CA,95501,HUMBOLDT
Hendersonville Farmers Market,650,Maple St,,Hendersonville,NC,28792,HENDERSON
Henry County Farmers Market,1400,Plaza,,New Castle,IN,47362,HENRY
Henslers Market And Farm Fresh Produce,30155,OH-7,,Marietta,OH,45750,WASHINGTON
Herbivore Certified Farmers Market,1200,E Colton Ave,,Redlands,CA,92374,SAN BERNARDINO
Herbivore Certified Farmers Market,38392,Oak Glen Rd,,Yucaipa,CA,92399,SAN BERNARDINO
Heritage At Chaffey College Certified Fm,5885,Haven Ave,,Rancho Cucamonga,CA,91737,SAN BERNARDINO
Heritage At The Resort Certified Farmers Market,9301,The Resort Pkwy,,Rancho Cucamonga,CA,91730,SAN BERNARDINO
Heritage At The Shoppes At Chino Hills,13920,City Center Dr,,Chino Hills,CA,91709,SAN BERNARDINO
Heritage Farms Mkt Llc,1858,S Maple Island Rd,,Fremont,MI,49412,OCEANA
Hernando Farmers Market,2535,Hwy 51 South,,Hernando,MS,38632,DE SOTO
"Herndon-reston Fish, Inc.",1141,Elden St,Ste 200,Herndon,VA,20170,FAIRFAX
Herr Farm,209,Houghton Rd,,South Weymouth,MA,02190,NORFOLK
Herriman Farmers Market,5350,W Main St,,Herriman,UT,84096,SALT LAKE
Hesperia Community Farmers Market,15833,Smoke Tree St,,Hesperia,CA,92345,SAN BERNARDINO
Hi-crest Market,455,SE Golf Park Blvd,,Topeka,KS,66605,SHAWNEE
Hi2sin Bettor Eats Ltd,6675,S Tenaya Way,Ste 200,Las Vegas,NV,89113,CLARK
Hibbing Farmers Market,1309,E 40th St,,Hibbing,MN,55746,ST LOUIS
Hickory County Farmers Market,,Highway 254 South,,Hermitage,MO,65668,HICKORY
Hickory Farmers Market Association Inc,100,Union Square,,Hickory,NC,28601,CATAWBA
Hidden Farm Fresh,413,Harrison Street,,Lane City,TX,77453,WHARTON
Hidden Valley Farmers Market,18657,Oak Meadow Drive,,Middletown,CA,95461,LAKE
High Desert Farmers Market,18422,Bear Valley Rd,,Victorville,CA,92395,SAN BERNARDINO
High Peaks Farmers Market Lp,9,Station St,,Lake Placid,NY,12946,ESSEX
High Peaks Farmers Market Saranac Lake,10,Main St,,Saranac Lake,NY,12983,FRANKLIN
High Point Farmers Market,901,N Main St,,High Point,NC,27262,GUILFORD
HIGH SPRINGS FARMER MARKET,23718,W US Highway 27,,High Springs,FL,32643,ALACHUA
Highland County Farmers Market,61,Highland Center Dr,,Monterey,VA,24465,HIGHLAND
Highland Park Farmers Market,212,Raritan Ave,,Highland Park,NJ,08904,MIDDLESEX
Highlands Ranch Farmers' Market,9288,Dorchester Street,,Highlands Ranch,CO,80126,DOUGLAS
Hill Farm Meats Llc,18990,Ostrich Dr,,Lebanon,MO,65536,LACLEDE
Hillcrest Heights Community Market,711,S Belvoir Blvd,,Cleveland,OH,44121,CUYAHOGA
Hilliard Farm Market,5445,Scioto Darby Rd,,Hilliard,OH,43026,FRANKLIN
Hillsboro Farmers Markets,232,NE Lincoln St,Ste K,Hillsboro,OR,97124,WASHINGTON
HILLSDALE FARMERS MARKET,1405,SW Vermont St,,Portland,OR,97219,MULTNOMAH
Hilltown Mobile Market,387,Main Rd,,Chesterfield,MA,01012,HAMPSHIRE
Hillyard Farmers Market,4001,N Cook St,,Spokane,WA,99207,SPOKANE
Hilo Coffee Mill Farmers Market,17-0995,Volcano Rd,,Mountain View,HI,96771,HAWAII
Hilo Farmers Market,330,Kamehameha Ave,,Hilo,HI,96721,HAWAII
Hinesville Farmers Market,115 E. M,Commerce Street / Bradwell Park,,Hinesville,GA,31313,LIBERTY
"Hingham Farmers Market, Inc.",95,Station St,,Hingham,MA,02043,PLYMOUTH
Hip Donelson Farmers Market,3130,McGavock Pike,,Nashville,TN,37214,DAVIDSON
Historic Downtown  Brigham City Farmers Market,20,N Main,,Brigham City,UT,84302,BOX ELDER
Historic Downtown Kennewick Farmer's Market,204,W Kennewick Ave,,Kennewick,WA,99336,BENTON
Historic Downtown Liberty Farmers' Market,118,N Main St,Ste C,Liberty,MO,64068,CLAY
Historic Farmers Market Of Lapeer,287,W Nepessing St,,Lapeer,MI,48446,LAPEER
Historic Lewes Farmers Market,,Johnson & Dupont Avenues,,Lewes,DE,19958,SUSSEX
Historic Lewes Farmers Market At Kings Highway,0,Kings Highway And Crooked Hammock Way,,Lewes,DE,19958,SUSSEX
Historic Los Angeles Farmers' Market,,Fifth Street Between Spring Street And,Broadway,Los Angeles,CA,90013,LOS ANGELES
Historic Manassas Inc Farmers Market,9024,Prince William St,,Manassas,VA,20110,MANASSAS CITY
Historic Oak Ridge Farmers Market,213,Broadway Ave,,Oak Ridge,TN,37830,ANDERSON
Historic Uptown Susanville Farmer's Market,50,S Gay St,,Susanville,CA,96130,LASSEN
Hobart Farmers Market,316,S Main St,,Hobart,OK,73651,KIOWA
Holistic Farmers Market,90,Point Grove Rd,,Southwick,MA,01077,HAMPDEN
Holland Farmers Market,150,W 8th St,,Holland,MI,49423,OTTAWA
Hollister Downtown Association,455,San Benito St,,Hollister,CA,95023,SAN BENITO
Holly Farmers Market,0,Crapo Park,,Holly,MI,48442,OAKLAND
Holly Springs Farmers Market,300,W Ballentine St,,Holly Springs,NC,27540,WAKE
Hollywood F M - Sust Econ Enterp of LA,1600,Ivar Ave,,Hollywood,CA,90028,LOS ANGELES
"HOLLYWOOD FARMERS MARKET, INC",4420,NE Hancock St,,Portland,OR,97213,MULTNOMAH
Holmestead Harvest,1194,Plymouth St,,East Bridgewater,MA,02333,PLYMOUTH
Holt Farmers Market,2150,Cedar St,,Holt,MI,48842,INGHAM
HOLYOKE FARMERS MARKET,536,Dwight St,,Holyoke,MA,01040,HAMPDEN
Home Grown Farm Market,21078,Three Notch Road,,Lexington Park,MD,20653,ST MARYS
Homedale Farmers Market,,Idaho Street,Betty Uda Park,Homedale,ID,83628,OWYHEE
Homefull Farm Market,829,S Gettysburg Ave,,Dayton,OH,45417,MONTGOMERY
Homer Farmers Market,,Intersection of Ocean Dr and Lake Shore,,Homer,AK,99603,KENAI PENINSULA
Homestead Farmers Market,255,Homestead Ave,,Hartford,CT,06112,HARTFORD
Hoodland Farmers Market,68211,Us-26,,Welches,OR,97067,CLACKAMAS
Hoosick Local Market,5343,Ny 7,,Hoosick Falls,NY,12090,RENSSELAER
Hope & Main Schoolyard Market,691,Main St,,Warren,RI,02885,BRISTOL
Hope Farmers Market,19833,Morris Rd,,Harlingen,TX,78552,CAMERON
Hope For The Inner City,1800,Roanoke Ave,,Chattanooga,TN,37406,HAMILTON
Hope St Farmers Market,1015,Hope St,Lippitt Park,Providence,RI,02906,PROVIDENCE
Hope Village Farmers Market,14150,Woodrow Wilson,,Detroit,MI,48238,WAYNE
Hopewell Farmers Market,,E Broadway St And Va State Rt 10,,Hopewell,VA,23860,HOPEWELL
Hopkins Farmers Market,,9th Avenue,,Hopkins,MN,55343,HENNEPIN
HOPKINSVILLE CHRISTIAN DOWNTOWN FARMERS MARKET,110,W 9th St,,Hopkinsville,KY,42240,CHRISTIAN
Hopkinton Farmers Market,0,Town Common,,Hopkinton,MA,01748,MIDDLESEX
Hot Springs Farmers & Artisans Market,121,Orange St,,Hot Springs National Park,AR,71901,GARLAND
Houlton Community Market - Farmers Market,,Market Square,Center Island Location,Houlton,ME,04730,AROOSTOOK
House Of Ruth Family Share,2011,Savannah St SE,,Washington,DC,20020,DIST OF COLUMBIA
Howard County Farmers Market,110,S Washington St,,Nashville,AR,71852,HOWARD
Howard Hughes CFM,6080,Center Dr,,Los Angeles,CA,90045,LOS ANGELES
Howland Township Farmers Market,8204,E Market St,Richard E. Orwig Park,Warren,OH,44484,TRUMBULL
HUB CITY FARMERS MARKET,498,Howard St,,Spartanburg,SC,29303,SPARTANBURG
Hubbard Farmers Market,13,W Liberty St,,Hubbard,OH,44425,TRUMBULL
Hubbell Farms,6221,Buckingham Rd,,Fort Myers,FL,33905,LEE
HUDSON FARMER'S MARKET,600,Columbia St,,Hudson,NY,12534,COLUMBIA
Huerta Urbana Farmers Market,2501,E 48th Ave,,Denver,CO,80216,DENVER
Hui O Hauula Farmers Market,54-256,Hauula Homestead Rd,,Hauula,HI,96717,HONOLULU
Humpday Farmers' Market,100,S Washington St,,Carbondale,IL,62902,JACKSON
Huntersville Growers' Market,201,Huntersville Concord Rd,,Huntersville,NC,28078,MECKLENBURG
Huntingdon Farmers Market,,Penn St. (rt. 26),Portstown Park,Huntingdon,PA,16652,HUNTINGDON
Huntington Park Farmers Market,3401,E Florence Ave,,Huntington Park,CA,90255,LOS ANGELES
Hunts Point Farmers Market,,E. 163rd St.,Monsignor Del Valle Park,Bronx,NY,10462,BRONX
Huss Project Farmers Market,1008,8th St,,Three Rivers,MI,49093,ST JOSEPH
Hutchinson Farmers Mkt - Hutchinson Downtown Assn,25,Adams St SE,,Hutchinson,MN,55350,MCLEOD
Hyde Park Farmers Market,1528,E 54th Street,,Chicago,IL,60615,COOK
Idaho Falls Farmers Market Inc,520,Memorial Dr,,Idaho Falls,ID,83402,BONNEVILLE
Illinois Products Farmers' Market,801,E Sangamon Ave,,Springfield,IL,62702,SANGAMON
Imlay City Farmers Market,150,N Main St,,Imlay City,MI,48444,LAPEER
Independence Farmers Market,211,W Truman Rd,,Independence,MO,64050,JACKSON
Independence Farmers Market,101,W Main St,,Independence,VA,24348,GRAYSON
Indian Lake Farmers Market,8793,Township Road 239,,Lakeview,OH,43331,LOGAN
Indiana County Farmers' Market,800,Philadelphia St,,Indiana,PA,15701,INDIANA
Indy Winter Farmers Market,1220,Waterway Blvd,,Indianapolis,IN,46202,MARION
Inkster Task Force Farmer's Market,27020,Michigan Ave,,Inkster,MI,48141,WAYNE
Inner Sunset Farmers' Market,1326,9th Ave,,San Francisco,CA,94122,SAN FRANCISCO
International City Farmers Market,0,Watson Blvd,Perkins Field,Warner Robins,GA,31093,HOUSTON
International Plaza,828,N Clinton Ave,,Rochester,NY,14605,MONROE
Intrinsic Living,5309,Martin Luther King Blvd,,Houston,TX,77021,HARRIS
"Ionia Harvest Marketplace, Inc.",120,N Steele St,,Ionia,MI,48846,IONIA
Iowa City Farmers Market,220,S Gilbert St,,Iowa City,IA,52240,JOHNSON
Iowa Food Cooperative,4944,Franklin Ave,,Des Moines,IA,50310,POLK
Irc New Roots Farm,1616,W Camelback Rd,,Phoenix,AZ,85015,MARICOPA
Iron County Farmers Market,13420,N 10th Avenue,,Hurley,WI,54534,IRON
Ironbound Community Farmers Market,371,Ferry St,,Newark,NJ,07105,ESSEX
Irondequoit Farmers Market,1280,Titus Ave,,Rochester,NY,14617,MONROE
Irvington Farmers' Market,4039,Bay St,,Fremont,CA,94538,ALAMEDA
Isabahlia Farmers Market,,Livonia Ave,Between Powell & Junius Streets,Brooklyn,NY,11212,KINGS
Islandview Farmers Market,7200,Mack Ave,,Detroit,MI,48214,WAYNE
Ithaca Farmers Market,545,3rd St,,Ithaca,NY,14850,TOMPKINS
Ivanhoe Farmers Market,3210,Michigan Ave.,,Kansas City,MO,64109,JACKSON
Ives Farmstand,1585,Cheshire St,,Cheshire,CT,06410,NEW HAVEN
Jack London Square Farmers' Market,472,Water St,,Oakland,CA,94607,ALAMEDA
Jackson County Farmers Market,110,Railroad Ave,,Sylva,NC,28779,JACKSON
JACKSON COUNTY FARMERS MARKET,366,Highway 3443,,Tyner,KY,40486,JACKSON
Jackson Medical Mall Farmers Market,2522,Bailey Ave,,Jackson,MS,39213,HINDS
Jackson Park Farmers Market,3500,W Forest Home Ave,,Milwaukee,WI,53215,MILWAUKEE
Jacksonport Farmers Market,6296,Lake Park Dr,,Sturgeon Bay,WI,54235,DOOR
Jacksonville Farmer's Market,1905,W Morton Ave,,Jacksonville,IL,62650,MORGAN
Jacobi Hospital Farmers Market,1400,Pelham Parkway,,Bronx,NY,10461,BRONX
Jamestown Cooperative Farmers Market Association,212,3rd Ave NE,,Jamestown,ND,58401,STUTSMAN
Jamestown Renaissance Corp Farmers Market,410,N Main St,,Jamestown,NY,14701,CHAUTAUQUA
Janco Community Farms Fresh Market,6801,Cardigan Ave,,Charlotte,NC,28215,MECKLENBURG
Janesville Farmers Market,100,N Main St,,Janesville,WI,53545,ROCK
"Janssen Honey Farms, LLC",1019,S Grand Ave,,Spencer,IA,51301,CLAY
Japantown Farmers' Market,357,E Taylor St,,San Jose,CA,95112,SANTA CLARA
Jasper Area Produce,440,State St,,Jasper,TX,75951,JASPER
Jbolc Garden Community Farmers Market,100,W Mosholu Pkwy S,,Bronx,NY,10468,BRONX
JCF Statesville Farmers Market,752,Old Salisbury Rd,,Statesville,NC,28677,IREDELL
Jefferson Chalmers Farmers Market,903,Manistique St,,Detroit,MI,48215,WAYNE
Jemez Springs Community Farmers Market,134,Village Plaza,Fitzgerald Park,Jemez Springs,NM,87025,SANDOVAL
Jericho Farmers Market L3C,,Route 15,Mills Riverside Park,Jericho,VT,05465,CHITTENDEN
